*𐑐𐑮𐑺-𐑢𐑰𐑤	𐑐𐑮𐑺-𐑣𐑢𐑰𐑤
point-duty	𐑐𐑶𐑯𐑑-𐑛𐑿𐑑𐑦	0
pointed	𐑐𐑶𐑯𐑑𐑩𐑛	4278
pointedly	𐑐𐑶𐑯𐑑𐑩𐑛𐑤𐑦	225
pointer	𐑐𐑶𐑯𐑑𐑼	305
pointers	𐑐𐑶𐑯𐑑𐑼𐑟	227
pointing	𐑐𐑶𐑯𐑑𐑦𐑙	2067
pointless	𐑐𐑶𐑯𐑑𐑤𐑩𐑕	556
pointlessly	𐑐𐑶𐑯𐑑𐑤𐑩𐑕𐑤𐑦	26
points	𐑐𐑶𐑯𐑑𐑕	12398
pointsman	𐑐𐑶𐑯𐑑𐑕𐑥𐑩𐑯	1
pointsmen	𐑐𐑶𐑯𐑑𐑕𐑥𐑧𐑯	0
pointy	𐑐𐑶𐑯𐑑𐑦	19
poise	𐑐𐑶𐑟	135
poised	𐑐𐑶𐑟𐑛	378
poises	𐑐𐑶𐑟𐑩𐑟	0
poising	𐑐𐑶𐑟𐑦𐑙	2
poison	𐑐𐑶𐑟𐑩𐑯	920
poison-gas	𐑐𐑶𐑟𐑩𐑯-𐑜𐑨𐑕	0
poison-gases	𐑐𐑶𐑟𐑩𐑯-𐑜𐑨𐑕𐑩𐑟	0
poison-ivies	𐑐𐑶𐑟𐑩𐑯-𐑲𐑝𐑦𐑟	0
poison-ivy	𐑐𐑶𐑟𐑩𐑯-𐑲𐑝𐑦	0
poisoned	𐑐𐑶𐑟𐑩𐑯𐑛	326
poisoner	𐑐𐑶𐑟𐑩𐑯𐑼	47
poisoners	𐑐𐑶𐑟𐑩𐑯𐑼𐑟	11
poisoning	𐑐𐑶𐑟𐑩𐑯𐑦𐑙	243
poisonous	𐑐𐑶𐑟𐑩𐑯𐑩𐑕	444
poisonously	𐑐𐑶𐑟𐑩𐑯𐑩𐑕𐑤𐑦	1
poisons	𐑐𐑶𐑟𐑩𐑯𐑟	193
poitiers	𐑐𐑢𐑭𐑑𐑦𐑱	92
poke	𐑐𐑴𐑒	212
poke-bonnet	𐑐𐑴𐑒-𐑚𐑪𐑯𐑩𐑑	1
poke-bonnets	𐑐𐑴𐑒-𐑚𐑪𐑯𐑩𐑑𐑕	0
poked	𐑐𐑴𐑒𐑑	275
poker	𐑐𐑴𐑒𐑼	212
poker-face	𐑐𐑴𐑒𐑼-𐑓𐑱𐑕	0
poker-faces	𐑐𐑴𐑒𐑼-𐑓𐑱𐑕𐑩𐑟	0
pokers	𐑐𐑴𐑒𐑼𐑟	10
pokes	𐑐𐑴𐑒𐑕	30
pokey	𐑐𐑴𐑒𐑦	0
pokier	𐑐𐑴𐑒𐑦𐑼	0
pokiest	𐑐𐑴𐑒𐑦𐑩𐑕𐑑	0
poking	𐑐𐑴𐑒𐑦𐑙	217
poky	𐑐𐑴𐑒𐑦	46
poland	𐑐𐑴𐑤𐑩𐑯𐑛	2079
polar	𐑐𐑴𐑤𐑼	621
polaris	𐑐𐑴𐑤𐑨𐑮𐑦𐑕	66
polarisation	𐑐𐑴𐑤𐑼𐑲𐑟𐑱𐑖𐑩𐑯	136
polarisations	𐑐𐑴𐑤𐑼𐑲𐑟𐑱𐑖𐑩𐑯𐑟	4
polarise	𐑐𐑴𐑤𐑼𐑲𐑟	21
polarised	𐑐𐑴𐑤𐑼𐑲𐑟𐑛	96
polarises	𐑐𐑴𐑤𐑼𐑲𐑟𐑩𐑟	1
polarising	𐑐𐑴𐑤𐑼𐑲𐑟𐑦𐑙	18
polarities	𐑐𐑩𐑤𐑨𐑮𐑦𐑑𐑦𐑟	36
polarity	𐑐𐑩𐑤𐑨𐑮𐑦𐑑𐑦	125
polarization	𐑐𐑴𐑤𐑼𐑲𐑟𐑱𐑖𐑩𐑯	197
polarizations	𐑐𐑴𐑤𐑼𐑲𐑟𐑱𐑖𐑩𐑯𐑟	4
polarize	𐑐𐑴𐑤𐑼𐑲𐑟	7
polarized	𐑐𐑴𐑤𐑼𐑲𐑟𐑛	68
polarizes	𐑐𐑴𐑤𐑼𐑲𐑟𐑩𐑟	1
polarizing	𐑐𐑴𐑤𐑼𐑲𐑟𐑦𐑙	4
polaroid	𐑐𐑴𐑤𐑼𐑶𐑛	82
pole	𐑐𐑴𐑤	1174
pole-jumping	𐑐𐑴𐑤-𐑡𐑳𐑥𐑐𐑦𐑙	0
pole-star	𐑐𐑴𐑤-𐑕𐑑𐑸	1
pole-stars	𐑐𐑴𐑤-𐑕𐑑𐑸𐑟	0
pole-vault	𐑐𐑴𐑤-𐑝𐑷𐑤𐑑	2
pole-vaults	𐑐𐑴𐑤-𐑝𐑷𐑤𐑑𐑕	0
poleax	𐑐𐑴𐑤𐑨𐑒𐑕	0
poleaxe	𐑐𐑴𐑤𐑨𐑒𐑕	0
poleaxed	𐑐𐑴𐑤𐑨𐑒𐑕𐑑	7
poleaxes	𐑐𐑴𐑤𐑨𐑒𐑕𐑩𐑟	0
poleaxing	𐑐𐑴𐑤𐑨𐑒𐑕𐑦𐑙	0
polecat	𐑐𐑴𐑤𐑒𐑨𐑑	18
polecats	𐑐𐑴𐑤𐑒𐑨𐑑𐑕	18
polemic	𐑐𐑩𐑤𐑧𐑥𐑦𐑒	95
polemically	𐑐𐑩𐑤𐑧𐑥𐑦𐑒𐑤𐑦	4
polemics	𐑐𐑩𐑤𐑧𐑥𐑦𐑒𐑕	50
poles	𐑐𐑴𐑤𐑟	1241
police	𐑐𐑩𐑤𐑰𐑕	27554
police-office	𐑐𐑩𐑤𐑰𐑕-𐑪𐑓𐑦𐑕	0
police-officer	𐑐𐑩𐑤𐑰𐑕-𐑪𐑓𐑦𐑕𐑼	8
police-officers	𐑐𐑩𐑤𐑰𐑕-𐑪𐑓𐑦𐑕𐑼𐑟	16
police-offices	𐑐𐑩𐑤𐑰𐑕-𐑪𐑓𐑦𐑕𐑩𐑟	0
police-station	𐑐𐑩𐑤𐑰𐑕-𐑕𐑑𐑱𐑖𐑩𐑯	2
police-stations	𐑐𐑩𐑤𐑰𐑕-𐑕𐑑𐑱𐑖𐑩𐑯𐑟	1
policed	𐑐𐑩𐑤𐑰𐑕𐑑	61
policeman	𐑐𐑩𐑤𐑰𐑕𐑥𐑩𐑯	2057
policemen	𐑐𐑩𐑤𐑰𐑕𐑥𐑧𐑯	1221
polices	𐑐𐑩𐑤𐑰𐑕𐑩𐑟	20
policewoman	𐑐𐑩𐑤𐑰𐑕𐑢𐑫𐑥𐑩𐑯	159
policewomen	𐑐𐑩𐑤𐑰𐑕𐑢𐑦𐑥𐑦𐑯	71
policies	𐑐𐑪𐑤𐑩𐑕𐑦𐑟	8834
policing	𐑐𐑩𐑤𐑰𐑕𐑦𐑙	453
policy	𐑐𐑪𐑤𐑩𐑕𐑦	25941
policyholder	𐑐𐑪𐑤𐑩𐑕𐑦𐑣𐑴𐑤𐑛𐑼	261
policyholders	𐑐𐑪𐑤𐑩𐑕𐑦𐑣𐑴𐑤𐑛𐑼𐑟	115
polio	𐑐𐑴𐑤𐑦𐑴	134
poliomyelitis	𐑐𐑴𐑤𐑦𐑴𐑥𐑲𐑩𐑤𐑲𐑑𐑦𐑕	29
polish	𐑐𐑪𐑤𐑦𐑖	490
polish	𐑐𐑴𐑤𐑦𐑖	1649
polished	𐑐𐑪𐑤𐑦𐑖𐑑	811
polisher	𐑐𐑪𐑤𐑦𐑖𐑼	27
polishers	𐑐𐑪𐑤𐑦𐑖𐑼𐑟	17
polishes	𐑐𐑪𐑤𐑦𐑖𐑩𐑟	15
polishing	𐑐𐑪𐑤𐑦𐑖𐑦𐑙	198
politburo	𐑐𐑪𐑤𐑦𐑑𐑚𐑘𐑫𐑼𐑴	403
politburos	𐑐𐑪𐑤𐑦𐑑𐑚𐑘𐑫𐑼𐑴𐑟	1
polite	𐑐𐑩𐑤𐑲𐑑	1174
politely	𐑐𐑩𐑤𐑲𐑑𐑤𐑦	771
politeness	𐑐𐑩𐑤𐑲𐑑𐑯𐑩𐑕	228
politer	𐑐𐑩𐑤𐑲𐑑𐑼	7
politest	𐑐𐑩𐑤𐑲𐑑𐑩𐑕𐑑	14
politic	𐑐𐑪𐑤𐑩𐑑𐑦𐑒	46
political	𐑐𐑩𐑤𐑦𐑑𐑦𐑒𐑩𐑤	30366
politically	𐑐𐑩𐑤𐑦𐑑𐑦𐑒𐑤𐑦	1695
politician	𐑐𐑪𐑤𐑦𐑑𐑦𐑖𐑩𐑯	1075
politicians	𐑐𐑪𐑤𐑦𐑑𐑦𐑖𐑩𐑯𐑟	3316
politicise	𐑐𐑩𐑤𐑦𐑑𐑦𐑕𐑲𐑟	9
politicised	𐑐𐑩𐑤𐑦𐑑𐑦𐑕𐑲𐑟𐑛	30
politicises	𐑐𐑩𐑤𐑦𐑑𐑦𐑕𐑲𐑟𐑩𐑟	0
politicising	𐑐𐑩𐑤𐑦𐑑𐑦𐑕𐑲𐑟𐑦𐑙	1
politicize	𐑐𐑩𐑤𐑦𐑑𐑦𐑕𐑲𐑟	6
politicized	𐑐𐑩𐑤𐑦𐑑𐑦𐑕𐑲𐑟𐑛	27
politicizes	𐑐𐑩𐑤𐑦𐑑𐑦𐑕𐑲𐑟𐑩𐑟	1
politicizing	𐑐𐑩𐑤𐑦𐑑𐑦𐑕𐑲𐑟𐑦𐑙	6
politick	𐑐𐑪𐑤𐑩𐑑𐑦𐑒	0
politicked	𐑐𐑪𐑤𐑩𐑑𐑦𐑒𐑑	0
politicking	𐑐𐑪𐑤𐑩𐑑𐑦𐑒𐑦𐑙	0
politicks	𐑐𐑪𐑤𐑩𐑑𐑦𐑒𐑕	0
politics	𐑐𐑪𐑤𐑩𐑑𐑦𐑒𐑕	6
polities	𐑐𐑪𐑤𐑦𐑑𐑦𐑟	15
polity	𐑐𐑪𐑤𐑦𐑑𐑦	103
polka	𐑐𐑪𐑤𐑒𐑩	28
polkas	𐑐𐑪𐑤𐑒𐑩𐑟	4
poll	𐑐𐑪𐑤	2832
poll	𐑐𐑴𐑤	2836
poll-tax	𐑐𐑴𐑤-𐑑𐑨𐑒𐑕	44
poll-taxes	𐑐𐑴𐑤-𐑑𐑨𐑒𐑕𐑩𐑟	2
pollard	𐑐𐑪𐑤𐑼𐑛	7
pollarded	𐑐𐑪𐑤𐑼𐑛𐑩𐑛	11
pollarding	𐑐𐑪𐑤𐑼𐑛𐑦𐑙	1
pollards	𐑐𐑪𐑤𐑼𐑛𐑟	2
polled	𐑐𐑴𐑤𐑛	223
pollen	𐑐𐑪𐑤𐑩𐑯	333
pollinate	𐑐𐑪𐑤𐑦𐑯𐑱𐑑	20
pollinated	𐑐𐑪𐑤𐑦𐑯𐑱𐑑𐑩𐑛	24
pollinates	𐑐𐑪𐑤𐑦𐑯𐑱𐑑𐑕	4
pollinating	𐑐𐑪𐑤𐑦𐑯𐑱𐑑𐑦𐑙	10
pollination	𐑐𐑪𐑤𐑦𐑯𐑱𐑖𐑩𐑯	74
polling	𐑐𐑴𐑤𐑦𐑙	205
polling-booth	𐑐𐑴𐑤𐑦𐑙-𐑚𐑵𐑞	0
polling-booths	𐑐𐑴𐑤𐑦𐑙-𐑚𐑵𐑞𐑟	0
polling-day	𐑐𐑴𐑤𐑦𐑙-𐑛𐑱	0
polling-days	𐑐𐑴𐑤𐑦𐑙-𐑛𐑱𐑟	0
polling-station	𐑐𐑴𐑤𐑦𐑙-𐑕𐑑𐑱𐑖𐑩𐑯	0
polling-stations	𐑐𐑴𐑤𐑦𐑙-𐑕𐑑𐑱𐑖𐑩𐑯𐑟	0
polls	𐑐𐑪𐑤𐑟	1069
polls	𐑐𐑴𐑤𐑟	1069
pollster	𐑐𐑴𐑤𐑕𐑑𐑼	14
pollsters	𐑐𐑴𐑤𐑕𐑑𐑼𐑟	115
pollutant	𐑐𐑩𐑤𐑵𐑑𐑩𐑯𐑑	49
pollutants	𐑐𐑩𐑤𐑵𐑑𐑩𐑯𐑑𐑕	337
pollute	𐑐𐑩𐑤𐑵𐑑	105
polluted	𐑐𐑩𐑤𐑵𐑑𐑩𐑛	268
polluter	𐑐𐑩𐑤𐑵𐑑𐑼	80
polluters	𐑐𐑩𐑤𐑵𐑑𐑼𐑟	117
pollutes	𐑐𐑩𐑤𐑵𐑑𐑕	21
polluting	𐑐𐑩𐑤𐑵𐑑𐑦𐑙	121
pollution	𐑐𐑩𐑤𐑵𐑖𐑩𐑯	3401
polly	𐑐𐑪𐑤𐑦	914
polo	𐑐𐑴𐑤𐑴	303
polo-neck	𐑐𐑴𐑤𐑴-𐑯𐑧𐑒	4
pologne	𐑐𐑩𐑤𐑪𐑯𐑘𐑩	0
polonaise	𐑐𐑪𐑤𐑩𐑯𐑱𐑟	10
polonaises	𐑐𐑪𐑤𐑩𐑯𐑱𐑟𐑩𐑟	6
polony	𐑐𐑩𐑤𐑴𐑯𐑦	0
poltergeist	𐑐𐑪𐑤𐑑𐑼𐑜𐑲𐑕𐑑	30
poltergeists	𐑐𐑪𐑤𐑑𐑼𐑜𐑲𐑕𐑑𐑕	12
poltroon	𐑐𐑪𐑤𐑑𐑮𐑵𐑯	2
poltroonery	𐑐𐑪𐑤𐑑𐑮𐑵𐑯𐑼𐑦	0
poltroons	𐑐𐑪𐑤𐑑𐑮𐑵𐑯𐑟	3
poly	𐑐𐑪𐑤𐑦	18
polyandrous	𐑐𐑪𐑤𐑦𐑨𐑯𐑛𐑮𐑩𐑕	6
polyandry	𐑐𐑪𐑤𐑦𐑨𐑯𐑛𐑮𐑦	17
polyanthus	𐑐𐑪𐑤𐑦𐑨𐑯𐑔𐑩𐑕	14
polyanthuses	𐑐𐑪𐑤𐑦𐑨𐑯𐑔𐑩𐑕𐑩𐑟	0
polychrome	𐑐𐑪𐑤𐑦𐑒𐑮𐑴𐑥	15
polyester	𐑐𐑪𐑤𐑦𐑧𐑕𐑑𐑼	231
polygamist	𐑐𐑩𐑤𐑦𐑜𐑩𐑥𐑦𐑕𐑑	0
polygamists	𐑐𐑩𐑤𐑦𐑜𐑩𐑥𐑦𐑕𐑑𐑕	3
polygamous	𐑐𐑩𐑤𐑦𐑜𐑩𐑥𐑩𐑕	24
polygamy	𐑐𐑩𐑤𐑦𐑜𐑩𐑥𐑦	23
polyglot	𐑐𐑪𐑤𐑦𐑜𐑤𐑪𐑑	16
polyglots	𐑐𐑪𐑤𐑦𐑜𐑤𐑪𐑑𐑕	0
polygon	𐑐𐑪𐑤𐑦𐑜𐑪𐑯	81
polygonal	𐑐𐑩𐑤𐑦𐑜𐑩𐑯𐑩𐑤	48
polygons	𐑐𐑪𐑤𐑦𐑜𐑪𐑯𐑟	91
polymorphic	𐑐𐑪𐑤𐑦𐑥𐑹𐑓𐑦𐑒	39
polymorphous	𐑐𐑪𐑤𐑦𐑥𐑹𐑓𐑩𐑕	13
polynomial	𐑐𐑪𐑤𐑦𐑯𐑴𐑥𐑾𐑤	84
polynomials	𐑐𐑪𐑤𐑦𐑯𐑴𐑥𐑾𐑤𐑟	62
polyp	𐑐𐑪𐑤𐑦𐑐	75
polyphonic	𐑐𐑪𐑤𐑦𐑓𐑪𐑯𐑦𐑒	64
polyphony	𐑐𐑩𐑤𐑦𐑓𐑩𐑯𐑦	61
polypi	𐑐𐑪𐑤𐑦𐑐𐑲	0
polyps	𐑐𐑪𐑤𐑦𐑐𐑕	228
polypus	𐑐𐑪𐑤𐑦𐑐𐑩𐑕	0
polypuses	𐑐𐑪𐑤𐑦𐑐𐑩𐑕𐑩𐑟	0
polys	𐑐𐑪𐑤𐑦𐑟	8
polysyllabic	𐑐𐑪𐑤𐑦𐑕𐑦𐑤𐑨𐑚𐑦𐑒	20
polysyllable	𐑐𐑪𐑤𐑦𐑕𐑦𐑤𐑩𐑚𐑩𐑤	0
polysyllables	𐑐𐑪𐑤𐑦𐑕𐑦𐑤𐑩𐑚𐑩𐑤𐑟	16
polytechnic	𐑐𐑪𐑤𐑦𐑑𐑧𐑒𐑯𐑦𐑒	991
polytechnics	𐑐𐑪𐑤𐑦𐑑𐑧𐑒𐑯𐑦𐑒𐑕	644
polytheism	𐑐𐑪𐑤𐑦𐑔𐑰𐑦𐑟𐑩𐑥	31
polytheistic	𐑐𐑪𐑤𐑦𐑔𐑰𐑦𐑕𐑑𐑦𐑒	27
polythene	𐑐𐑪𐑤𐑦𐑔𐑰𐑯	287
pom	𐑐𐑪𐑥	14
pomade	𐑐𐑩𐑥𐑭𐑛	8
pomaded	𐑐𐑩𐑥𐑭𐑛𐑩𐑛	3
pomades	𐑐𐑩𐑥𐑭𐑛𐑟	0
pomading	𐑐𐑩𐑥𐑭𐑛𐑦𐑙	0
pomegranate	𐑐𐑪𐑥𐑦𐑜𐑮𐑨𐑯𐑩𐑑	28
pomegranates	𐑐𐑪𐑥𐑦𐑜𐑮𐑨𐑯𐑩𐑑𐑕	17
pomelo	𐑐𐑪𐑥𐑩𐑤𐑴	2
pomelos	𐑐𐑪𐑥𐑩𐑤𐑴𐑟	3
pommel	𐑐𐑪𐑥𐑩𐑤	24
pommel	𐑐𐑳𐑥𐑩𐑤	0
pommelled	𐑐𐑳𐑥𐑩𐑤𐑛	0
pommelling	𐑐𐑳𐑥𐑩𐑤𐑦𐑙	0
pommels	𐑐𐑪𐑥𐑩𐑤𐑟	2
pommels	𐑐𐑳𐑥𐑩𐑤𐑟	0
pommies	𐑐𐑪𐑥𐑦𐑟	1
pommy	𐑐𐑪𐑥𐑦	0
pomp	𐑐𐑪𐑥𐑐	106
pompon	𐑐𐑪𐑥𐑐𐑪𐑯	1
pompons	𐑐𐑪𐑥𐑐𐑪𐑯𐑟	1
pomposities	𐑐𐑪𐑥𐑐𐑪𐑕𐑦𐑑𐑦𐑟	2
pomposity	𐑐𐑪𐑥𐑐𐑪𐑕𐑦𐑑𐑦	59
pompous	𐑐𐑪𐑥𐑐𐑩𐑕	264
pompously	𐑐𐑪𐑥𐑐𐑩𐑕𐑤𐑦	28
poms	𐑐𐑪𐑥𐑟	12
ponce	𐑐𐑪𐑯𐑕	48
ponces	𐑐𐑪𐑯𐑕𐑩𐑟	7
poncho	𐑐𐑪𐑯𐑗𐑴	23
ponchos	𐑐𐑪𐑯𐑗𐑴𐑟	13
pond	𐑐𐑪𐑯𐑛	1508
ponder	𐑐𐑪𐑯𐑛𐑼	104
ponderable	𐑐𐑪𐑯𐑛𐑼𐑩𐑚𐑩𐑤	0
ponderables	𐑐𐑪𐑯𐑛𐑼𐑩𐑚𐑩𐑤𐑟	0
pondered	𐑐𐑪𐑯𐑛𐑼𐑛	246
pondering	𐑐𐑪𐑯𐑛𐑼𐑦𐑙	148
ponderous	𐑐𐑪𐑯𐑛𐑼𐑩𐑕	103
ponderously	𐑐𐑪𐑯𐑛𐑼𐑩𐑕𐑤𐑦	51
ponders	𐑐𐑪𐑯𐑛𐑼𐑟	44
ponds	𐑐𐑪𐑯𐑛𐑟	445
pone	𐑐𐑴𐑯	0
pones	𐑐𐑴𐑯𐑟	0
pongee	𐑐𐑪𐑯𐑡𐑰	0
poniard	𐑐𐑪𐑯𐑘𐑼𐑛	3
poniarded	𐑐𐑪𐑯𐑘𐑼𐑛𐑩𐑛	0
poniarding	𐑐𐑪𐑯𐑘𐑼𐑛𐑦𐑙	0
poniards	𐑐𐑪𐑯𐑘𐑼𐑛𐑟	0
ponies	𐑐𐑴𐑯𐑦𐑟	389
pont-llan-fraith	𐑐𐑪𐑯𐑑-𐑤𐑨𐑯-𐑓𐑮𐑱𐑔	0
pontardawe	𐑐𐑪𐑯𐑑𐑼𐑛𐑴𐑦	1
pontardulais	𐑐𐑪𐑯𐑑𐑼𐑛𐑵𐑤𐑱𐑕	9
pontefract	𐑐𐑪𐑯𐑑𐑦𐑓𐑮𐑨𐑒𐑑	100
pontiff	𐑐𐑪𐑯𐑑𐑦𐑓	14
pontiffs	𐑐𐑪𐑯𐑑𐑦𐑓𐑕	3
pontifical	𐑐𐑪𐑯𐑑𐑦𐑓𐑦𐑒𐑩𐑤	24
pontificals	𐑐𐑪𐑯𐑑𐑦𐑓𐑦𐑒𐑩𐑤𐑟	0
pontificate	𐑐𐑪𐑯𐑑𐑦𐑓𐑦𐑒𐑩𐑑	56
pontificate	𐑐𐑪𐑯𐑑𐑦𐑓𐑦𐑒𐑱𐑑	16
pontificated	𐑐𐑪𐑯𐑑𐑦𐑓𐑦𐑒𐑱𐑑𐑩𐑛	5
pontificates	𐑐𐑪𐑯𐑑𐑦𐑓𐑦𐑒𐑩𐑑𐑕	3
pontificates	𐑐𐑪𐑯𐑑𐑦𐑓𐑦𐑒𐑱𐑑𐑕	3
pontificating	𐑐𐑪𐑯𐑑𐑦𐑓𐑦𐑒𐑱𐑑𐑦𐑙	16
pontoon	𐑐𐑪𐑯𐑑𐑵𐑯	58
pontoons	𐑐𐑪𐑯𐑑𐑵𐑯𐑟	18
pontycymmer	𐑐𐑪𐑯𐑑𐑦𐑒𐑦𐑥𐑼	0
pontypool	𐑐𐑪𐑯𐑑𐑦𐑐𐑵𐑤	115
pony	𐑐𐑴𐑯𐑦	645
pony-trekking	𐑐𐑴𐑯𐑦-𐑑𐑮𐑧𐑒𐑦𐑙	1
ponytail	𐑐𐑴𐑯𐑦𐑑𐑱𐑤	44
ponytails	𐑐𐑴𐑯𐑦𐑑𐑱𐑤𐑟	3
poodle	𐑐𐑵𐑛𐑩𐑤	77
poodles	𐑐𐑵𐑛𐑩𐑤𐑟	20
poof	𐑐𐑵𐑓	35
poofs	𐑐𐑵𐑓𐑕	8
pooh	𐑐𐑵	45
pooh-pooh	𐑐𐑵-𐑐𐑵	0
pooh-poohed	𐑐𐑵-𐑐𐑵𐑛	1
pooh-poohing	𐑐𐑵-𐑐𐑵𐑦𐑙	0
pooh-poohs	𐑐𐑵-𐑐𐑵𐑟	0
pool	𐑐𐑵𐑤	4454
poole	𐑐𐑵𐑤	717
pooled	𐑐𐑵𐑤𐑛	127
pooling	𐑐𐑵𐑤𐑦𐑙	62
poolroom	𐑐𐑵𐑤𐑮𐑵𐑥	1
poolrooms	𐑐𐑵𐑤𐑮𐑵𐑥𐑟	1
pools	𐑐𐑵𐑤𐑟	1085
poona	𐑐𐑵𐑯𐑩	13
poop	𐑐𐑵𐑐	26
poops	𐑐𐑵𐑐𐑕	1
poor	𐑐𐑫𐑼	15124
poor-box	𐑐𐑫𐑼-𐑚𐑪𐑒𐑕	1
poor-boxes	𐑐𐑫𐑼-𐑚𐑪𐑒𐑕𐑩𐑟	0
poor-rate	𐑐𐑫𐑼-𐑮𐑱𐑑	0
poor-rates	𐑐𐑫𐑼-𐑮𐑱𐑑𐑕	0
poor-spirited	𐑐𐑫𐑼-𐑕𐑐𐑦𐑮𐑦𐑑𐑩𐑛	0
poorer	𐑐𐑫𐑼𐑼	895
poorest	𐑐𐑫𐑼𐑩𐑕𐑑	560
poorhouse	𐑐𐑫𐑼𐑣𐑬𐑕	12
poorhouses	𐑐𐑫𐑼𐑣𐑬𐑟𐑩𐑟	6
poorly	𐑐𐑫𐑼𐑤𐑦	1007
poorness	𐑐𐑫𐑼𐑯𐑩𐑕	1
pop	𐑐𐑪𐑐	2822
popcorn	𐑐𐑪𐑐𐑒𐑹𐑯	57
popcorns	𐑐𐑪𐑐𐑒𐑹𐑯𐑟	0
pope	𐑐𐑴𐑐	1926
popery	𐑐𐑴𐑐𐑼𐑦	16
popes	𐑐𐑴𐑐𐑕	184
popeyed	𐑐𐑪𐑐𐑲𐑛	0
popgun	𐑐𐑪𐑐𐑜𐑳𐑯	3
popguns	𐑐𐑪𐑐𐑜𐑳𐑯𐑟	1
popinjay	𐑐𐑪𐑐𐑦𐑯𐑡𐑱	7
popinjays	𐑐𐑪𐑐𐑦𐑯𐑡𐑱𐑟	11
popish	𐑐𐑴𐑐𐑦𐑖	50
popishly	𐑐𐑴𐑐𐑦𐑖𐑤𐑦	0
poplar	𐑐𐑪𐑐𐑤𐑼	115
poplars	𐑐𐑪𐑐𐑤𐑼𐑟	50
poplin	𐑐𐑪𐑐𐑤𐑦𐑯	12
poppa	𐑐𐑪𐑐𐑩	1
poppas	𐑐𐑪𐑐𐑩𐑟	0
popped	𐑐𐑪𐑐𐑑	426
poppet	𐑐𐑪𐑐𐑩𐑑	33
poppets	𐑐𐑪𐑐𐑩𐑑𐑕	3
poppies	𐑐𐑪𐑐𐑦𐑟	144
popping	𐑐𐑪𐑐𐑦𐑙	272
poppy	𐑐𐑪𐑐𐑦	97
poppycock	𐑐𐑪𐑐𐑦𐑒𐑪𐑒	8
pops	𐑐𐑪𐑐𐑕	234
populace	𐑐𐑪𐑐𐑘𐑩𐑤𐑩𐑕	178
populaces	𐑐𐑪𐑐𐑘𐑩𐑤𐑩𐑕𐑩𐑟	0
popular	𐑐𐑪𐑐𐑘𐑩𐑤𐑼	10600
popularisation	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟𐑱𐑖𐑩𐑯	10
popularisations	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟𐑱𐑖𐑩𐑯𐑟	2
popularise	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟	28
popularised	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟𐑛	33
popularises	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟𐑩𐑟	0
popularising	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟𐑦𐑙	8
popularity	𐑐𐑪𐑐𐑘𐑩𐑤𐑨𐑮𐑦𐑑𐑦	1345
popularization	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟𐑱𐑖𐑩𐑯	8
popularizations	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟𐑱𐑖𐑩𐑯𐑟	1
popularize	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟	21
popularized	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟𐑛	42
popularizes	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟𐑩𐑟	2
popularizing	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑲𐑟𐑦𐑙	9
popularly	𐑐𐑪𐑐𐑘𐑩𐑤𐑼𐑤𐑦	248
populate	𐑐𐑪𐑐𐑘𐑩𐑤𐑱𐑑	31
populated	𐑐𐑪𐑐𐑘𐑩𐑤𐑱𐑑𐑩𐑛	190
populates	𐑐𐑪𐑐𐑘𐑩𐑤𐑱𐑑𐑕	1
populating	𐑐𐑪𐑐𐑘𐑩𐑤𐑱𐑑𐑦𐑙	7
population	𐑐𐑪𐑐𐑘𐑩𐑤𐑱𐑖𐑩𐑯	13181
populations	𐑐𐑪𐑐𐑘𐑩𐑤𐑱𐑖𐑩𐑯𐑟	1483
populism	𐑐𐑪𐑐𐑘𐑩𐑤𐑦𐑟𐑩𐑥	67
populist	𐑐𐑪𐑐𐑘𐑩𐑤𐑦𐑕𐑑	110
populists	𐑐𐑪𐑐𐑘𐑩𐑤𐑦𐑕𐑑𐑕	36
populous	𐑐𐑪𐑐𐑘𐑩𐑤𐑩𐑕	113
porcelain	𐑐𐑹𐑕𐑩𐑤𐑦𐑯	257
porch	𐑐𐑹𐑗	545
porches	𐑐𐑹𐑗𐑩𐑟	57
porcine	𐑐𐑹𐑕𐑲𐑯	0
porcupine	𐑐𐑹𐑒𐑘𐑩𐑐𐑲𐑯	32
porcupines	𐑐𐑹𐑒𐑘𐑩𐑐𐑲𐑯𐑟	16
pore	𐑐𐑹	239
pored	𐑐𐑹𐑛	34
pores	𐑐𐑹𐑟	311
poring	𐑐𐑹𐑦𐑙	57
pork	𐑐𐑹𐑒	583
